Price,Adj Close,Close,High,Low,Open,Volume
Ticker,WIPRO.NS,WIPRO.NS,WIPRO.NS,WIPRO.NS,WIPRO.NS,WIPRO.NS
Date,,,,,,
2016-01-01,100.043701171875,104.33440399169922,104.9625244140625,103.8937759399414,104.9625244140625,3165524
2016-01-04,100.26844024658203,104.56877899169922,105.0000228881836,104.2500228881836,104.4375228881836,3431636
2016-01-05,100.12460327148438,104.41877746582031,105.9375228881836,103.9218978881836,105.3750228881836,4687529
2016-01-06,99.80097198486328,104.0812759399414,104.9625244140625,103.6875228881836,104.4375228881836,6123539
2016-01-07,98.85708618164062,103.0969009399414,104.52190399169922,102.5812759399414,103.6875228881836,11168290
2016-01-08,99.92683410644531,104.2125244140625,104.5969009399414,103.0406494140625,103.5187759399414,4648302
2016-01-11,96.62769317626953,100.77189636230469,103.86564636230469,100.20002746582031,103.5000228881836,9954184
2016-01-12,98.68628692626953,102.91877746582031,103.3125228881836,99.60002136230469,100.5937728881836,6982168
2016-01-13,98.2547836303711,102.4687728881836,103.48127746582031,101.33439636230469,102.5625228881836,3587567
2016-01-14,98.03005981445312,102.2343978881836,103.10627746582031,100.5000228881836,102.1875228881836,5838665
2016-01-15,97.64350891113281,101.8312759399414,102.9094009399414,100.6875228881836,102.4875259399414,3334175
2016-01-18,98.37166595458984,102.59065246582031,103.2750244140625,99.5156478881836,100.6875228881836,9031923
2016-01-19,97.44573974609375,101.6250228881836,103.5000228881836,100.8750228881836,102.7500228881836,5106281
2016-01-20,97.54462432861328,101.7281494140625,103.48127746582031,99.97502136230469,101.0718994140625,6238110
2016-01-21,99.02788543701172,103.2750244140625,104.0625228881836,101.5406494140625,101.5406494140625,9300264
2016-01-22,98.90204620361328,103.1437759399414,104.19377899169922,102.5812759399414,104.19377899169922,4445262
2016-01-25,98.35368347167969,102.5718994140625,103.0875244140625,101.9625244140625,102.73127746582031,4242825
2016-01-27,99.34251403808594,103.6031494140625,104.05315399169922,101.9156494140625,103.1250228881836,11160519
2016-01-28,98.38963317871094,102.6093978881836,103.81877136230469,102.07502746582031,103.72502136230469,6459529
2016-01-29,101.18535614013672,105.5250244140625,106.06877899169922,102.8625259399414,102.8625259399414,7734574
2016-02-01,102.14722442626953,106.52815246582031,107.60627746582031,104.4937744140625,106.0500259399414,8037187
2016-02-02,101.98542022705078,106.3593978881836,107.1656494140625,105.78752899169922,106.8937759399414,6855160
2016-02-03,100.28641510009766,104.5875244140625,106.2187728881836,103.8843994140625,106.2187728881836,3213476
2016-02-04,100.67295837402344,104.99065399169922,105.30940246582031,103.81877136230469,105.0562744140625,5609982
