Price,Adj Close,Close,High,Low,Open,Volume
Ticker,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS
Date,,,,,,
2016-01-01,429.6805114746094,552.625,554.4749755859375,546.5999755859375,550.0,1806550
2016-01-04,419.43658447265625,539.4500122070312,551.2249755859375,538.0250244140625,549.9749755859375,3975362
2016-01-05,417.55108642578125,537.0250244140625,542.75,531.125,542.75,4949786
2016-01-06,415.723876953125,534.6749877929688,537.3250122070312,529.4500122070312,537.3250122070312,5588328
2016-01-07,408.5124206542969,525.4000244140625,533.9500122070312,523.9500122070312,530.0250244140625,5294088
2016-01-08,413.3719177246094,531.6500244140625,533.7000122070312,527.75,530.75,3156716
2016-01-11,410.417236328125,527.8499755859375,534.9749755859375,526.0499877929688,528.1500244140625,5360622
2016-01-12,408.1819152832031,524.9749755859375,531.4749755859375,515.4249877929688,531.0,6565212
2016-01-13,421.1860656738281,541.7000122070312,545.5,524.0499877929688,528.5,8751294
2016-01-14,440.4686584472656,566.5,577.5,527.1749877929688,533.0,30227006
2016-01-15,443.1510314941406,569.9500122070312,582.0,568.7750244140625,574.0,13036614
2016-01-18,440.0411071777344,565.9500122070312,581.0499877929688,564.1749877929688,569.9500122070312,10066612
2016-01-19,443.0539855957031,569.8250122070312,579.4749755859375,564.2750244140625,567.5,7500436
2016-01-20,435.90069580078125,560.625,580.0,558.5,567.0,7507998
2016-01-21,442.04315185546875,568.5250244140625,571.25,561.0,567.5,6743000
2016-01-22,441.7320556640625,568.125,576.25,565.5,574.0499877929688,6436018
2016-01-25,442.27642822265625,568.8250122070312,573.4249877929688,562.2750244140625,570.125,4579262
2016-01-27,442.60687255859375,569.25,574.7999877929688,567.5,573.2249755859375,6971962
2016-01-28,439.1468811035156,564.7999877929688,571.2999877929688,563.0999755859375,568.0,7788598
2016-01-29,452.8702697753906,582.4500122070312,585.0,565.7999877929688,569.0,10232108
2016-02-01,456.15533447265625,586.6749877929688,589.9500122070312,580.7999877929688,585.0,4251126
2016-02-02,457.0105895996094,587.7750244140625,595.0,582.0,588.4249877929688,7632702
2016-02-03,450.0711975097656,578.8499755859375,587.9500122070312,576.375,583.9000244140625,5245966
2016-02-04,458.6432800292969,589.875,597.4749755859375,580.0250244140625,580.0250244140625,5549346
2016-02-05,456.6800842285156,587.3499755859375,593.3250122070312,585.9249877929688,587.75,3984224
2016-02-08,447.388671875,575.4000244140625,586.0999755859375,571.9000244140625,581.875,4221044
2016-02-09,430.613525390625,553.8250122070312,564.1500244140625,546.75,564.1500244140625,7579572
2016-02-10,430.96343994140625,554.2750244140625,563.75,552.5,554.0,5866054
2016-02-11,419.3393249511719,539.3250122070312,556.5,535.5750122070312,555.5,5214378
2016-02-12,421.67193603515625,542.3250122070312,552.2000122070312,533.5,547.3499755859375,7408096
2016-02-15,424.4322814941406,545.875,550.0999755859375,543.2999877929688,548.125,5093478
